-938,-640,529,719,588,992,-467,944,-561,-758
-507,710,-1,-893,-370,536,798,-884,-386,454
-198,-805,-408,785,264,155,253,66,-388,183
-293,568,353,966,724,185,838,15,-259,-841
530,427,520,22,-452,-465,885,572,786,-984
713,-377,-452,499,-392,649,-704,-645,471,639
709,-511,83,607,415,-671,50,709,-291,663
596,985,218,-657,-26,-307,286,62,-576,-574
-762,833,790,847,-914,656,617,629,-25,394
-570,843,210,-152,474,-960,-880,764,26,-57
746,700,843,-41,302,-775,630,-123,-255,-314
820,186,269,902,682,-295,-961,917,164,101
265,-709,577,788,-370,996,477,483,-511,856
727,-90,959,-47,-21,-486,-970,-602,382,285
933,152,608,217,454,421,194,867,620,-742
-912,336,-974,-246,-70,504,-594,406,-134,930
-538,-642,66,766,-349,-237,-576,400,200,-664
851,735,854,-735,382,-124,16,722,-971,-935
22,596,143,-16,76,-380,-855,113,870,448
-638,570,-428,868,598,-190,133,-892,252,606
293,-932,706,14,697,716,-804,995,613,578
-376,295,329,-287,-312,401,312,-157,879,-73
224,839,464,-497,725,-954,-476,-787,-652,534
-62,965,151,-8,949,-885,927,-500,380,-691
836,853,80,917,874,-735,342,-512,-305,-191
-271,57,-181,66,283,-807,-370,-203,-592,-285
-669,111,938,-208,273,527,-831,780,718,237
-653,844,-438,-751,-192,-131,-422,-586,-747,382
121,-330,917,379,-634,196,-78,-783,-601,-770
-461,-278,143,76,-838,148,628,-227,-376,-561
864,-669,-100,-375,-583,454,-656,979,30,-68
97,317,772,88,-616,345,-351,708,-373,-1000
550,506,700,574,-273,272,-68,329,-893,59
-886,-59,168,-244,-596,964,570,-769,572,83
45,-606,-183,-417,401,-88,690,652,946,176
-193,-553,315,50,319,-273,-551,300,39,-413
-18,-844,-781,-482,165,905,126,447,-439,-450
640,265,20,523,-705,-408,603,-288,-202,-318
-168,780,100,274,897,226,209,866,126,-411
455,845,303,-790,168,-233,224,40,235,283
-45,-570,-916,-744,541,59,11,944,51,39
4,579,-930,-886,127,-451,-367,-215,606,-831
-21,-530,-645,424,-823,939,-893,-207,-619,-591
728,699,83,850,785,-180,-604,147,266,429
-160,958,-240,984,-225,-14,-596,-173,-561,247
484,421,-26,-129,130,-558,-830,849,372,131
177,-125,-130,-798,-542,41,687,841,886,289
346,-102,-680,47,-556,-395,-971,-201,-466,-86
453,-911,-800,-640,824,294,788,723,-496,-222
55,789,473,713,-445,-881,38,-681,192,-357
-92,945,305,654,-834,418,596,272,-338,628
-122,-343,598,-198,-974,-580,-500,594,-85,684
655,62,503,-349,598,-133,694,14,-663,196
-180,-1000,491,-952,944,125,-212,67,775,358
-136,578,-828,609,925,976,-680,198,260,957
203,-204,-814,450,714,-292,488,-604,612,-110
-946,100,-54,-34,975,539,-944,-732,-118,-50
-547,-947,-517,574,-473,262,-427,689,628,954
-665,-451,237,780,577,826,492,230,594,132
575,-663,21,-403,-140,597,-557,-848,537,515
545,629,940,-848,597,664,605,-893,-946,621
208,-862,-211,845,-862,572,405,-498,-444,371
825,359,912,706,-464,310,-842,360,283,-852
609,784,-588,516,-76,738,373,-554,-848,-757
362,530,795,644,346,-383,885,696,586,347
345,759,543,574,-475,293,-145,-975,66,-176
-208,-631,-519,854,-715,946,634,658,-170,889
-778,-273,-604,-592,462,-842,896,130,-806,-80
-704,40,28,-883,-271,-191,-387,-35,386,229
-428,-114,-870,-821,-196,-744,-642,-261,459,-781
-725,-756,-863,349,-453,409,-676,815,-461,-70
965,-80,291,-307,-579,591,-332,-910,-305,725
554,-336,210,-287,-881,150,657,-200,-515,-482
-66,900,-771,770,-352,619,226,-911,-48,606
-615,902,568,1,148,243,-323,-259,161,-892
-943,935,-50,417,520,1000,-436,23,-239,310
-229,568,-141,67,997,181,-182,572,-264,-115
809,854,-322,184,484,587,919,586,558,-599
751,457,-909,519,702,279,752,-454,-847,212
-615,375,-201,-291,984,725,-310,532,-845,732
187,128,85,878,-726,-776,-489,-236,593,190
-481,424,-638,-752,220,-701,812,460,-590,106
295,-938,-794,782,597,820,214,-242,855,-825
-151,-569,-63,872,887,-646,-396,-460,204,-500
272,-482,591,-23,-111,-725,754,184,139,367
54,737,798,974,-950,-849,-994,-925,-424,-130
-869,-761,-69,15,651,736,-84,-140,247,-255
24,-812,-529,-79,80,3,-776,-242,289,-314
-496,-88,-24,-612,674,-716,-210,-884,427,309
590,-147,321,-507,-587,-300,-46,844,-835,-298
-227,480,543,-344,-689,877,-749,765,-421,-120
-997,906,646,883,645,-383,850,531,-798,-908
-278,-681,-551,-792,-478,-120,-665,-326,-264,-728
588,188,-953,542,263,-989,756,777,-772,-275
480,225,879,-574,475,-515,555,-807,882,602
967,538,962,590,71,194,69,-651,-420,490
-800,108,-940,-759,-498,-726,-767,-873,822,-819
-782,-217,-898,-736,418,-45,451,-60,-941,-995
516,-205,-690,709,-478,7,-903,111,-748,598
-621,-55,-135,642,691,545,-225,-625,-416,-987
-188,528,2,940,-30,-604,113,-889,-270,-423
736,-1,-934,-957,708,677,795,-549,-31,-6
-552,93,-737,235,557,-613,758,-221,123,414
-602,-194,493,-97,-669,-624,489,908,-655,-279
-760,589,-700,462,-265,856,833,98,-9,-928
594,-385,92,379,-366,-986,902,-128,191,-549
22,-666,-248,-255,880,804,-9,944,359,-366
-221,749,-265,115,4,798,99,693,152,666
-697,-791,-885,60,-853,-171,810,819,88,-519
-60,374,963,274,-514,-601,580,-792,179,-135
-285,689,439,-576,-860,666,244,228,-220,-381
146,194,627,-220,262,904,574,-313,73,343
117,-970,-150,111,187,-554,295,-33,98,725
901,119,618,378,135,303,-5,748,937,487
-886,940,-560,159,-555,146,-614,-68,-399,-772
-346,-312,-45,-995,461,-657,228,-316,-609,-546
-352,452,247,-819,988,-903,73,-486,542,-328
-173,-140,-553,181,848,-527,-373,-455,219,-383
256,407,-32,13,-699,-833,979,-307,902,-281
-774,-423,-146,-674,534,-591,-342,-126,-326,-473
-364,-991,776,-863,-265,529,1000,283,512,7
654,-144,745,708,-862,-911,795,316,37,-318
-524,-494,127,398,-845,825,-920,578,-794,208
-983,-335,-26,362,-463,519,-340,-603,-139,382
192,-123,852,-558,623,556,-434,897,-371,-812
350,-240,-128,-456,-312,452,518,-844,801,28
448,849,133,484,-343,553,-659,-138,581,-417
-380,692,269,-236,-708,-909,866,115,-979,933
662,899,630,-579,-12,-825,165,413,-54,225
-49,273,960,457,-110,256,-521,-564,699,887
589,249,569,645,-187,486,-788,-926,-674,-452
-44,-313,-249,612,-62,812,-55,47,-176,586
-503,268,320,198,489,153,854,-534,910,-116
18,-437,408,341,-72,-428,-865,-565,-914,-9
701,495,-75,504,-890,691,-922,-467,-525,23
550,-110,-182,476,873,523,754,-619,-974,-881
-159,-288,708,913,276,204,-859,178,49,-394
-650,-207,425,-5,103,495,-91,498,-428,-158
-358,715,984,211,-584,899,-483,-71,-994,-343
-218,-455,110,960,-916,-497,-884,-313,593,-348
713,944,-55,-235,596,870,363,667,984,144
413,526,-663,814,88,684,-511,575,-895,-118
-425,633,-435,-108,644,-833,-796,-108,-97,-17
592,-794,208,-133,-510,480,-126,633,-505,-711
258,780,-740,10,497,-46,512,-857,338,-551
849,50,-502,-475,130,-714,881,679,-594,772
-921,400,-444,916,-117,124,-173,-879,454,-624
-699,-354,879,868,-823,245,459,-786,-847,247
224,-260,-144,809,-839,-344,309,-385,713,232
-96,-78,-526,-820,-62,-717,758,646,718,607
-695,638,-338,109,371,-830,120,798,-147,-99
226,867,882,41,959,-440,-491,352,517,-14
-297,-542,-630,292,700,456,363,-129,-650,-798
250,-423,925,-469,432,788,-341,186,-861,578
122,172,-312,379,-444,-915,932,-524,897,-483
0,420,60,-399,-535,-533,-67,359,238,13
-790,-409,-429,-11,716,633,712,-590,-331,-624
-593,222,-692,-385,7,295,785,65,334,693
849,870,-650,404,-219,-849,-645,905,205,721
497,-210,-596,178,-410,-109,10,499,62,127
-135,120,-151,-306,869,-303,-737,-804,-55,-55
438,914,34,508,-924,857,988,995,725,-706
238,-590,9,222,505,-812,-216,623,-308,-544
418,-849,-476,730,363,-807,-698,685,503,466
84,63,234,-995,-45,-208,-550,-595,-821,-869
-338,751,-585,733,159,-69,145,448,-712,23
-762,-653,672,-327,63,-338,281,-123,913,-230
190,-745,-829,299,-842,-168,-920,-964,980,-148
-922,-806,-738,61,811,-125,676,-95,319,-983
610,905,207,77,160,-583,536,732,-476,-868
-769,-45,779,271,405,453,-835,-942,575,54
523,191,-769,-444,199,-62,-108,-100,551,313
-601,464,370,-689,-825,-318,-421,-695,292,-814
677,-658,50,76,379,110,420,-458,-619,561
-100,-237,416,635,68,-717,-355,699,867,137
-327,-969,-432,7,-295,-907,14,648,951,603
-6,-500,308,371,-246,-308,562,987,-782,532
-131,729,113,823,-96,-788,-658,-602,-582,534
794,-760,-62,885,-595,-187,-610,-985,420,-873
-677,211,-873,-759,237,310,729,-814,-87,410
710,989,575,-189,725,-233,-56,-691,221,973
746,-479,-931,-366,-821,-999,43,-242,-446,-304
-950,-176,-338,-361,-850,872,-777,-388,-500,511
-609,-557,899,343,873,260,64,165,949,-345
512,-533,702,634,-668,788,-687,34,-191,327
-834,-838,-992,-706,-236,-916,-405,-626,384,302
-526,-931,-988,522,660,-313,448,39,-772,408
-577,464,823,-961,-843,-299,121,158,-7,929
-199,-949,260,-357,283,-551,665,-459,-896,-537
-955,-232,-877,999,90,683,-839,-829,168,-811
-679,984,-272,-123,307,-877,-798,-53,-551,-590
368,-734,113,414,-625,294,643,741,-107,-532
188,-752,-302,-579,-483,400,462,-757,261,335
-695,-279,217,790,542,-557,-50,-743,695,962
-246,163,396,-711,56,-591,543,-41,759,622
164,377,-2,-516,-592,282,-651,889,-15,-522
845,-918,465,-351,840,734,764,-738,-144,132
-427,-809,-390,866,747,17,-181,-419,-66,271
-448,-167,216,-367,583,981,38,-289,751,65
-538,736,510,56,-703,-787,-283,516,-209,-218
-66,673,771,-665,-513,-345,-273,-180,974,-503
336,395,514,607,-662,-969,247,-861,645,-299
-848,734,116,-666,607,302,-652,789,-602,-546
-780,-856,-500,962,-814,-275,-671,-455,-962,-701
690,340,434,-139,928,946,394,-184,-96,-206
384,-16,271,606,-178,414,-581,405,155,855
758,56,-339,-258,-296,-275,44,47,-621,-343
371,-894,485,807,-515,-345,447,-732,-628,5
-292,-131,752,-921,-506,292,497,-637,516,739
-712,611,-987,493,849,949,-437,-932,-697,-723
-352,-615,-255,216,716,-678,-799,-492,180,204
-896,887,315,583,167,-699,-803,-489,-355,-430
350,991,-870,-754,-102,392,129,765,-933,-523
-507,465,930,25,-997,-729,-297,-752,85,-281
-922,-242,-416,61,247,994,177,-270,-67,625
226,994,299,-927,-804,-332,-79,-817,327,575
519,-581,240,-483,-174,537,-721,-19,-92,-196
-663,558,542,-378,710,-498,283,479,-578,-562
463,-899,644,-603,757,-244,96,66,871,-395
426,279,-500,871,382,-403,-910,-852,-369,261
-228,-321,682,-52,-606,-61,-116,541,744,-65
-396,-107,-725,-334,520,-311,-271,257,-338,521
242,-486,-862,572,425,-68,606,-915,-34,456
-666,-921,-341,51,-723,-24,-68,-11,882,906
-220,-229,725,358,-31,-536,-897,282,-850,-584
-196,127,-808,213,-105,923,-19,-15,-801,817
-78,-204,670,-187,-435,32,-293,-675,-42,-435
-849,854,838,573,-216,-511,547,-902,-187,-205
55,-304,-916,-466,598,768,839,87,48,-631
751,151,28,-612,-574,815,-552,114,359,530
-992,-733,-492,218,733,-137,-715,-266,-763,-721
768,-755,-41,799,-493,118,-262,760,938,68
-520,-439,737,811,235,524,554,735,-95,-497
425,454,-221,-790,-518,-725,947,953,996,-723
-213,814,-935,596,415,567,551,931,-234,-57
-737,265,117,-737,63,-734,606,396,441,-217
662,351,459,-19,-934,-713,120,-267,54,-771
-118,-90,43,-351,-933,-138,-530,882,-607,376
-406,-409,320,258,893,100,284,731,-113,975
533,-267,959,-533,548,603,-319,-997,796,-731
284,384,845,255,-944,784,-209,-78,-564,13
-59,695,-862,-275,-329,838,734,565,143,482
303,492,124,-117,-419,-694,-873,-386,-428,756
736,-640,-473,-909,280,-418,380,-73,-56,885
253,-263,-579,-574,967,461,-677,356,-510,-348
-962,10,754,-486,422,-632,-6,-144,709,-862
-860,106,282,713,-998,-465,867,694,-953,799
674,-314,75,-748,-629,-734,-328,-969,777,704
-318,245,-978,830,372,645,931,-50,439,-765
366,-647,654,-458,794,-783,-942,697,494,420
-799,14,-457,523,477,436,350,-833,-684,-299
-557,258,163,366,-457,-259,750,-667,-49,630
565,-608,534,-556,437,-275,-481,69,-755,999
-503,-275,-344,-656,200,344,-33,-761,835,373
-152,-86,256,834,-912,-655,-936,-106,-683,-143
166,432,233,534,-286,129,435,-899,-444,19
641,415,617,-258,-834,768,-604,-905,-508,499
665,-699,-661,428,941,166,453,478,918,87
-821,-418,998,-797,-175,-830,467,938,265,-438
-13,-506,-268,-104,220,-122,-272,-796,-397,640
349,241,753,464,777,347,706,413,-223,-857
-186,-458,-170,-672,583,-457,-195,-662,158,-408
-59,344,252,-775,-581,-951,-780,804,324,-197
-97,-999,629,110,-568,927,953,-924,-710,965
187,-95,-143,-48,-615,-42,-522,-866,176,-20
-172,-323,568,-184,-445,954,538,-537,784,171
580,-95,884,-436,-491,4,184,448,-109,-737
-201,-429,523,434,154,-84,497,-169,719,487
-165,388,-819,-472,-256,-903,-431,-43,810,70
195,803,997,-382,977,67,820,447,240,351
-299,403,-356,-123,826,842,-787,-51,906,-444
-238,-885,414,626,8,198,960,-798,-421,668
737,733,-806,-240,-917,191,665,507,-651,-357
362,-591,442,-523,818,-863,258,-663,-827,80
-987,-283,374,176,128,-950,64,-781,-55,119
929,583,-815,-142,215,-713,326,998,69,957
652,927,180,-484,-58,978,-617,764,-930,405
721,367,26,-841,-252,350,762,-685,-553,-421
-869,-829,779,601,132,-38,105,-471,-941,-209
403,829,-162,548,-280,199,295,-367,-359,435
-953,-645,539,-700,415,789,-134,614,1000,-440
582,937,30,-995,245,374,-627,-103,463,-308
635,-893,293,732,476,-381,356,960,-176,412
637,-229,-10,-295,-561,-966,407,634,-33,-522
-771,-839,199,825,159,-777,-589,914,-933,514
-12,-204,268,-144,970,311,-161,472,424,648
391,300,145,-488,-893,132,643,-413,-714,103
-388,-656,129,-2,-541,655,546,-20,70,-630
-829,703,-709,320,531,45,-348,507,953,-215
-611,672,-667,-575,-861,-224,406,49,-958,355
-551,4,91,556,544,-493,-519,540,-691,-4
733,543,-947,-304,-973,978,-314,-1000,-19,947
291,852,-236,846,-921,-969,-234,380,764,-631
14,-296,476,-179,522,-542,869,-179,-493,-806
-958,-414,-839,-432,824,-202,799,109,335,46
-396,-23,-483,-695,-294,105,687,256,-698,85
-79,-420,-362,-990,251,22,710,44,-628,-17
-964,-218,280,-793,-193,-681,-410,-107,176,630
123,246,-961,635,326,-547,818,979,767,751
-630,775,702,775,352,504,418,-753,599,-107
