113,-679,894,550,365,-432,920,-157,-317,-747
-508,-460,-141,-957,710,-395,-314,-242,-709,748
813,-998,-852,8,-349,169,-695,928,9,455
-760,-489,512,892,-285,831,-936,410,-784,-499
946,19,772,-699,900,366,-883,-516,874,523
190,-56,-470,-831,888,-745,-37,354,-55,-964
-757,384,-924,519,-640,269,64,852,988,-157
251,-667,-793,599,-665,-11,813,587,-71,947
668,622,-811,-15,-490,977,-43,-999,-846,-433
831,-335,685,-595,-959,744,-181,-540,697,607
858,718,-742,708,-486,-296,-739,-368,207,429
-837,-181,594,-947,-317,957,533,105,187,626
107,-808,430,-589,-245,443,901,602,-544,-618
879,178,-942,947,-20,87,150,564,-501,574
19,505,-591,945,-968,759,595,-781,165,-533
-299,880,-632,-858,261,-294,-63,-709,-354,-959
536,-334,-274,-763,755,-706,950,917,443,218
691,-17,-930,-624,-661,-307,838,-753,-159,-441
-528,-281,-435,349,69,351,-420,-150,-377,-433
745,-397,-695,-547,845,-253,691,793,-574,920
435,-155,-415,-627,111,-279,-542,529,632,305
309,-443,918,-527,-3,-48,861,-775,-753,-713
173,743,637,-66,65,504,801,741,-426,402
770,650,182,-836,903,148,633,-132,-824,-6
-593,392,669,-184,755,72,310,-795,-55,956
-452,-585,-242,-784,98,76,795,-383,-397,682
-24,-976,65,-398,-460,472,-305,471,606,-786
-512,679,-561,-826,660,730,-717,-78,411,-221
470,-754,485,893,940,347,-227,-93,612,938
-143,94,-307,930,-807,561,515,-574,353,933
472,-615,-616,812,-803,94,709,383,-789,419
-330,-904,211,825,984,-66,-898,856,-241,43
-733,57,-160,-418,813,-625,-822,-39,-193,774
479,-376,113,97,154,483,-86,193,-663,-80
-506,934,0,485,-864,-88,327,187,-504,-905
-969,-879,944,796,666,-873,-529,811,618,-896
-134,-987,-646,-295,618,185,349,780,796,-718
-898,464,862,-448,-664,-633,760,-278,-665,106
-67,690,-179,232,912,-360,308,-513,-462,432
387,-603,-783,966,297,166,-976,654,-857,-556
221,781,-698,-663,637,824,-555,27,118,519
-640,843,-114,494,553,175,-869,607,195,-833
884,-589,-762,254,335,643,-22,194,-572,-627
-451,-347,-325,500,-645,889,-260,-518,-249,827
534,193,-312,882,37,124,-537,885,-496,-357
104,400,824,575,-119,956,-534,-94,-115,-435
428,-247,-397,-720,-999,860,279,244,-979,108
625,-325,55,-433,407,-633,-960,817,-565,286
-922,23,883,-507,203,-637,398,-984,820,-420
429,-208,390,-553,845,-939,528,675,785,417
657,51,139,699,-878,756,811,-413,-247,-398
104,-410,150,-213,906,22,-378,938,381,-190
572,-296,475,-383,888,435,-358,761,-242,652
280,-170,696,336,914,627,-147,983,-182,-705
-55,227,858,295,-140,763,176,-189,516,186
761,-659,140,399,-45,412,363,661,-786,-728
-461,-645,-259,961,-253,507,253,664,460,356
-465,76,866,113,146,-245,703,905,966,-763
868,-346,-151,661,385,-4,-451,-799,250,-85
4,-517,-263,-351,79,837,-740,-627,-350,776
689,-144,-465,994,677,644,-148,570,-578,906
-996,45,-210,-944,310,9,-39,811,-786,-80
722,-529,-133,-885,863,393,381,-426,591,-585
415,-502,-959,87,-979,-32,165,688,508,-8
-394,-330,492,-96,-785,774,-903,-453,-541,-309
79,-372,201,-898,582,-258,-36,894,735,-464
-565,-631,-226,622,-768,405,470,300,561,347
-911,405,250,-190,-526,123,-478,-511,519,-868
-947,350,-202,-188,-364,749,-404,447,-213,-417
681,132,446,-427,-847,-180,31,-155,103,707
-587,516,-456,-891,733,-725,861,409,144,-438
-544,-305,991,-700,-860,-428,-869,75,572,-503
599,695,396,-469,-662,517,180,-179,-320,-728
92,514,-300,-456,-389,-127,861,-424,454,423
609,-197,-558,657,816,-875,112,-374,-261,-580
-309,657,-119,-82,-971,688,-829,-496,663,-823
-540,787,-440,-21,454,317,-11,-793,-624,-979
-873,-856,-99,494,955,489,-581,793,633,259
251,309,-280,-431,-587,496,-190,-735,382,-204
-510,-836,-458,-993,-507,552,173,-808,807,-57
245,-520,-300,713,-313,129,573,485,-740,620
524,-371,-839,835,-763,-369,954,38,606,-647
219,21,444,-957,856,172,73,-978,87,685
-513,233,634,-156,50,-628,875,288,427,807
-594,-301,-492,259,880,-135,-881,-53,-26,375
701,325,184,154,-581,849,-794,-100,283,-633
724,733,-302,317,-927,-228,-735,-409,436,291
202,-580,651,-891,98,519,-257,760,858,836
827,-370,-951,-80,-593,-245,310,-160,-18,6
895,-351,54,587,-659,199,595,468,161,-697
159,564,-694,96,740,-698,370,478,-669,277
261,148,944,511,8,675,241,326,223,976
988,-844,157,30,-638,-559,-274,844,-340,502
983,69,-996,959,409,-706,975,639,234,45
523,-181,-278,-847,578,609,-362,438,988,-891
158,593,586,359,-305,-567,-553,329,219,-370
-775,63,385,804,-486,832,-378,162,16,224
561,104,-644,379,667,614,972,814,-91,-735
356,-31,581,72,-460,527,115,-554,895,911
-799,464,347,718,-271,-531,88,-715,316,-550
